inner,answer,object,name
Betagarri,1992,Iñaki Ortiz de Villalba,bands
OneRepublic,1996,Drew Brown,bands
Klarinettenquartett Cl-4,1984,Theo Jörgensmann,bands
Maxïmo Park,2001,Paul Smith,bands
Flamin' Groovies,1965,Roy Loney,bands
OneRepublic,1996,Zach Filkins,bands
OneRepublic,1996,Brent Kutzle,bands
Bestial Warlust,1993,Joe Skullfucker,bands
Gang Starr Foundation,1993,Guru,bands
Midnight Panic,2005,Mike Montano,bands
The Teenagers,1955,Frankie Lymon,bands
OneRepublic,1996,Eddie Fisher,bands
Visage,1978,Steve Strange,bands
OneRepublic,1996,Ryan Tedder,bands
X,1977,D. J. Bonebrake,bands
X,1977,John Doe,bands
New York Dolls,1971,Johnny Thunders,bands
Black Star Riders,2012,Ricky Warwick,bands
Nouvelle Vague,2003,Olivier Libaux,bands
Hurtsmile,2007,Gary Cherone,bands
X,1977,Dave Alvin,bands
X,1977,Billy Zoom,bands
Brotherhood of Man,1969,Tony Burrows,bands
Theatres des Vampires,1994,Gabriel Valerio,bands
Midnight Panic,2005,Mark Chavez,bands
Possessed,1983,Jeff Becerra,bands
Shakti,1975,John McLaughlin,bands
X,1977,Tony Gilkyson,bands
Freaks Association Bremen,1993,DJ Pee,bands
Nouvelle Vague,2003,Marc Collin,bands
Freaks Association Bremen,1993,Ferris MC,bands
Semisonic,1995,John Munson,bands
Semisonic,1995,Dan Wilson,bands
Sky,1978,Herbie Flowers,bands
Swell Maps,1972,Epic Soundtracks,bands
X,1977,Exene Cervenka,bands
Freaks Association Bremen,1993,FlowinImmO,bands
Semisonic,1995,Jacob Slichter,bands
Pinback,1998,Armistead Burwell Smith IV,bands
Ladytron,1999,Helen Marnie,bands
Clawfinger,1989,Henka Johansson,bands
Pinback,1998,Rob Crow,bands
Malicorne,1973,Gabriel Yacoub,bands
K3,1999,Marthe De Pillecyn,bands
Lindisfarne,1970,Rod Clements,bands
Mantronix,1984,Kurtis Mantronik,bands
K3,1999,Kathleen Aerts,bands
K3,1999,Josje Huisman,bands
K3,1999,Karen Damen,bands
K3,1999,Hanne Verbruggen,bands
K3,1999,Klaasje Meijer,bands
Lemon Jelly,1998,Nick Franglen,bands
Fred Banana Combo,1978,Gottfried Tollmann,bands
Fra Lippo Lippi,1978,Per Øystein Sørensen,bands
Minor Majority,2000,Pål Angelskår,bands
William Control,2008,Wil Francis,bands
Freedom Call,1998,Chris Bay,bands
Waltari,1986,Sami Yli-Sirniö,bands
Down,1991,Phil Anselmo,bands
Waltari,1986,Mika Järvelainen,bands
Enemy of the Sun,2006,Jules Näveri,bands
Deepest Blue,2002,Matt Schwartz,bands
Elf,1967,Ronnie James Dio,bands
Almendra,1967,Luis Alberto Spinetta,bands
The Birthday Massacre,1999,Rainbow,bands
The Birthday Massacre,1999,Owen,bands
The Birthday Massacre,1999,Chibi,bands
Waltari,1986,Jariot Lehtinen,bands
Lyzanxia,1996,Dirk Verbeuren,bands
Frehley's Comet,1984,Ace Frehley,bands
Waltari,1986,Kärtsy Hatakka,bands
K3,1999,Kristel Verbeke,bands
Shiritsu Ebisu Chugaku,2009,Hirono Suzuki,bands
Shiritsu Ebisu Chugaku,2009,Mirei Hoshino,bands
Shiritsu Ebisu Chugaku,2009,Riko Nakayama,bands
Rhythm Devils,2006,Bill Kreutzmann,bands
Els Setze Jutges,1961,Joan Manuel Serrat,bands
Els Setze Jutges,1961,Lluís Llach,bands
Els Setze Jutges,1961,Miquel Porter Moix,bands
Els Setze Jutges,1961,Enric Barbat i Botey,bands
Els Setze Jutges,1961,Guillermina Motta,bands
Them,1964,Van Morrison,bands
Els Setze Jutges,1961,Maria del Carme Girau,bands
Els Setze Jutges,1961,Martí Llauradó,bands
Els Setze Jutges,1961,Maria del Mar Bonet,bands
Els Setze Jutges,1961,Xavier Elies,bands
Els Setze Jutges,1961,Francesc Pi de la Serra i Valero,bands
Els Setze Jutges,1961,Joan Ramon Bonet Verdaguer,bands
Motion City Soundtrack,1997,Joshua Cain,bands
Ugly Kid Joe,1987,Klaus Eichstadt,bands
Neljä Ruusua,1982,Ilkka Alanko,bands
Els Setze Jutges,1961,Remei Margarit,bands
Pearls Before Swine,1965,Tom Rapp,bands
Els Setze Jutges,1961,Josep Maria Espinàs,bands
Els Setze Jutges,1961,Delfí Abella,bands
Els Setze Jutges,1961,Maria Amèlia Pedrerol,bands
Els Setze Jutges,1961,Rafael Subirachs i Vila,bands
"Emerson, Lake & Powell",1985,Greg Lake,bands
Technotronic,1988,Jo Bogaert,bands
Terror 2000,1999,Björn Strid,bands
Scooch,2007,Natalie Powers,bands
"Emerson, Lake & Powell",1985,Keith Emerson,bands
Ugly Kid Joe,1987,Shannon Larkin,bands
Ugly Kid Joe,1987,Cordell Crockett,bands
Embrace,1993,Danny McNamara,bands
Tenet,1996,Jed Simon,bands
Neljä Ruusua,1982,Kämy Kämäräinen,bands
"Emerson, Lake & Powell",1985,Cozy Powell,bands
Thee Michelle Gun Elephant,1991,Yusuke Chiba,bands
Embrace,1985,Ian MacKaye,bands
The Four Horsemen,1989,Kid Chaos,bands
Ugly Kid Joe,1987,Whitfield Crane,bands
The Breeders,1988,Kim Deal,bands
Ugly Kid Joe,1987,Dave Fortman,bands
Hindu Love Gods,1984,Warren Zevon,bands
Hindu Love Gods,1984,Bill Berry,bands
Hangry & Angry,2008,Hitomi Yoshizawa,bands
Shiritsu Ebisu Chugaku,2009,Kanon Nanaki,bands
Shiritsu Ebisu Chugaku,2009,Hinata Kashiwagi,bands
Engine Down,1996,Keeley Davis,bands
Eric Clapton and the Powerhouse,1966,Eric Clapton,bands
Hindu Love Gods,1984,Peter Buck,bands
Hindu Love Gods,1984,Mike Mills,bands
Shiritsu Ebisu Chugaku,2009,Aika Hirota,bands
Shiritsu Ebisu Chugaku,2009,Rina Matsuno,bands
Guardians 4,2009,Aika Mitsui,bands
Shiritsu Ebisu Chugaku,2009,Kaho Kobayashi,bands
The Blues Brothers,1978,Dan Aykroyd,bands
Shiritsu Ebisu Chugaku,2009,Narumi Uno,bands
Millencolin,1992,Nikola Sarcevic,bands
The Blues Brothers,1978,John Belushi,bands
Shiritsu Ebisu Chugaku,2009,Ayaka Yasumoto,bands
Shiritsu Ebisu Chugaku,2009,Natsu Anno,bands
Yalla,1970,Farrukh Zokirov,bands
Engel,2005,Niclas Engelin,bands
Shiritsu Ebisu Chugaku,2009,Rika Mayama,bands
Million Dead,2001,Frank Turner,bands
USA for Africa,1985,Dan Aykroyd,bands
USA for Africa,1985,Michael Jackson,bands
USA for Africa,1985,Steve Perry,bands
USA for Africa,1985,Waylon Jennings,bands
USA for Africa,1985,Smokey Robinson,bands
USA for Africa,1985,David Paich,bands
USA for Africa,1985,Diana Ross,bands
JLS,2007,Aston Merrygold,bands
USA for Africa,1985,Al Jarreau,bands
USA for Africa,1985,Sheila E.,bands
USA for Africa,1985,Kenny Rogers,bands
USA for Africa,1985,Paul Simon,bands
USA for Africa,1985,John Oates,bands
USA for Africa,1985,Randy Jackson,bands
USA for Africa,1985,Willie Nelson,bands
USA for Africa,1985,Tito Jackson,bands
USA for Africa,1985,Cyndi Lauper,bands
USA for Africa,1985,Lionel Richie,bands
USA for Africa,1985,Tina Turner,bands
USA for Africa,1985,Billy Joel,bands
USA for Africa,1985,Greg Phillinganes,bands
USA for Africa,1985,James Ingram,bands
USA for Africa,1985,Ray Charles,bands
Morphine,1989,Mark Sandman,bands
USA for Africa,1985,Stevie Wonder,bands
USA for Africa,1985,Bette Midler,bands
USA for Africa,1985,Kenny Loggins,bands
USA for Africa,1985,Huey Lewis,bands
USA for Africa,1985,Paulinho da Costa,bands
USA for Africa,1985,Marlon Jackson,bands
USA for Africa,1985,Jackie Jackson,bands
USA for Africa,1985,Bob Dylan,bands
USA for Africa,1985,Lindsey Buckingham,bands
USA for Africa,1985,Daryl Hall,bands
USA for Africa,1985,Michael Omartian,bands
USA for Africa,1985,Jeffrey Osborne,bands
USA for Africa,1985,Kim Carnes,bands
Sonora Ponceña,1954,Papo Lucca,bands
USA for Africa,1985,La Toya Jackson,bands
USA for Africa,1985,Bruce Springsteen,bands
USA for Africa,1985,Harry Belafonte,bands
USA for Africa,1985,June Pointer,bands
USA for Africa,1985,Bob Geldof,bands
USA for Africa,1985,Dionne Warwick,bands
Danny & the Juniors,1955,Danny Rapp,bands
Dark Angel,1983,Jim Durkin,bands
La 5ª Estación,2000,Ángel Reyero,bands
Eppu Normaali,1976,Mikko Nevalainen,bands
Eppu Normaali,1976,Martti Syrjä,bands
Eppu Normaali,1976,Pantse Syrjä,bands
La 5ª Estación,2000,Natalia Jiménez,bands
The Cramps,1976,Bryan Gregory,bands
Tarot,1985,Marco Hietala,bands
The Cramps,1976,Miriam Linna,bands
Tarot,1985,Janne Tolsa,bands
Tarot,1985,Pecu Cinnari,bands
The Pretty Things,1963,Phil May,bands
The Cramps,1976,Sean Yseult,bands
The Cramps,1976,Jim Sclavunos,bands
Dark Angel,1983,Ron Rinehart,bands
Tarot,1985,Tommi Salmela,bands
Revolution Renaissance,2008,Timo Tolkki,bands
Primordial,1991,Alan Averill,bands
La 5ª Estación,2000,Pablo Domínguez,bands
Fightstar,2003,Charlie Simpson,bands
Tarot,1985,Zachary Hietala,bands
Strapping Young Lad,1994,Devin Townsend,bands
Northern Kings,2007,Tony Kakko,bands
Minutemen,1980,Mike Watt,bands
Northern Kings,2007,Marco Hietala,bands
Candies,1973,Yoshiko Tanaka,bands
Entwine,1995,Aksu Hanttu,bands
Entwine,1995,Panu Willman,bands
Candies,1973,Ran Ito,bands
Entwine,1995,Tom Mikkola,bands
Warmen,2000,Lauri Porra,bands
Entwine,1995,Mika Tauriainen,bands
One Man Army,1996,Jack Dalrymple,bands
Kingston Wall,1987,Petri Walli,bands
Northern Kings,2007,Jarkko Ahola,bands
Northern Kings,2007,Juha-Pekka Leppäluoto,bands
Candies,1973,Miki Fujimura,bands
M2M,1999,Marion Raven,bands
Alcazar,1998,Andreas Lundstedt,bands
Alcazar,1998,Lina Hedlund,bands
The The,1979,Matt Johnson,bands
Alcazar,1998,Magnus Carlsson,bands
The Assembly,1983,Feargal Sharkey,bands
Refused,1991,Dennis Lyxzén,bands
Alcazar,1998,Therese Merkel,bands
Eppu Normaali,1976,Aku Syrjä,bands
Eppu Normaali,1976,Sami Ruusukallio,bands
Dark Angel,1983,Gene Hoglan,bands
The Cramps,1976,Poison Ivy,bands
The Cramps,1976,Nick Knox,bands
Nazz,1967,Todd Rundgren,bands
Teriyaki Boyz,2005,Keisuke Ogihara,bands
M2M,1999,Marit Larsen,bands
Alcazar,1998,Annika Kjærgaard,bands
The Shirelles,1958,Shirley Owens,bands
The Cramps,1976,Lux Interior,bands
The Cramps,1976,Kid Congo Powers,bands
Hellogoodbye,2001,Forrest Kline,bands
Luca Turilli's Rhapsody,2011,Alex Holzwarth,bands
Luca Turilli's Rhapsody,2011,Luca Turilli,bands
Eppu Normaali,1976,Mikko Saarela,bands
The Fureys,1974,Finbar Furey,bands
Dark Angel,1983,Don Doty,bands
Eppu Normaali,1976,Juha Torvinen,bands
Dark Angel,1983,Eric Meyer,bands
The Funk Brothers,1959,Marvin Gaye,bands
Wilson Phillips,1989,Chynna Phillips,bands
The Four Pennies,1962,Lionel Morton,bands
Chrome,1975,Helios Creed,bands
Yellow Matter Custard,2003,Matt Bissonette,bands
Louis XIV,2003,Jason Hill,bands
Q1431787,1972,Cheryl Bentyne,bands
Q1431787,1972,Alan Paul,bands
Clan of Xymox,1981,Ronny Moorings,bands
Demons and Wizards,1998,Hansi Kürsch,bands
Clan of Xymox,1981,Anka Wolbert,bands
Q1431787,1972,Janis Siegel,bands
Danú,1995,Muireann Nic Amhlaoibh,bands
The Rooftop Singers,1962,Erik Darling,bands
Q1431787,1972,Tim Hauser,bands
Le Tigre,1998,Kathleen Hanna,bands
The Thermals,2002,Kathy Foster,bands
Negramaro,1999,Giuliano Sangiorgi,bands
Q1431787,1972,Larry Heard,bands
Tak Matsumoto Group,2004,Takahiro Matsumoto,bands
Chrome Division,2004,Pål Mathiesen,bands
Los Hermanos Rosario,1978,Toño Rosario,bands
Thursday,1997,Bill Henderson,bands
The Contours,1959,Dennis Edwards,bands
The Contours,1959,Joe Billingslea,bands
The Faceless,2005,Michael Keene,bands
The Wiseguys,1994,Theo Keating,bands
The Contours,1959,Joe Stubbs,bands
Nihilist,1987,Lars Göran Petrov,bands
Le Tigre,1998,Sadie Benning,bands
Chromatics,2001,Ruth Radelet,bands
Le Tigre,1998,JD Samson,bands
Le Tigre,1998,Johanna Fateman,bands
Little Village,1991,John Hiatt,bands
Chromatics,2001,Johnny Jewel,bands
The Contours,1959,Hubert Johnson,bands
Urban Trad,2000,Yves Barbieux,bands
Hateform,2004,Ville Vänni,bands
Classics IV,1965,J. R. Cobb,bands
Hazmat Modine,1998,Wade Schuman,bands
Hate,1990,Adam Buszko,bands
The Thermals,2002,Hutch Harris,bands
The Rockin' Vickers,1963,Lemmy Kilmister,bands
Hazmat Modine,1998,Steve Elson,bands
Ignite,1993,Zoltán Téglás,bands
The Leaves,1963,Jim Pons,bands
The Contours,1959,Sylvester Potts,bands
NX Zero,2001,Diego Ferrero,bands
Hazmat Modine,1998,Pamela Fleming,bands
Megan and Liz,2007,Liz,bands
Megan and Liz,2007,Megan,bands
Sweetbox,1995,Miho Fukuhara,bands
Motionless in White,2005,Chris Motionless,bands
Royal Hunt,1989,André Andersen,bands
Radio Moscow,2003,Parker Griggs,bands
Hazmat Modine,1998,Charles Burnham,bands
Chromatics,2001,Hannah Blilie,bands
The Peanuts,1958,Emi Itō,bands
None More Black,2000,Jason Shevchuk,bands
Hazmat Modine,1998,Joseph Daley,bands
Orquesta de la Luz,1984,Calros Kanno,bands
Fokofpolisiekar,2003,Francois Van Coke,bands
City and Colour,2004,Dallas Green,bands
Hazmat Modine,1998,Reut Regev,bands
Hateform,2004,Tuomo Latvala,bands
Hazmat Modine,1998,Erik Della Penna,bands
Hazmat Modine,1998,Patrick Simard,bands
The Flying Pickets,1982,Brian Hibbard,bands
The Peanuts,1958,Yumi Itō,bands
Citizen Fish,1990,Dick Lucas,bands
Héroes del Silencio,1984,Enrique Bunbury,bands
Clan of Xymox,1981,Pieter Nooten,bands
Senser,1989,Heitham Al-Sayed,bands
The Concretes,1995,Victoria Bergsman,bands
Demons and Wizards,1998,Jon Schaffer,bands
Way Out West,1994,Jody Wisternoff,bands
Cindytalk,1982,Gordon Sharp,bands
Héroes del Silencio,1984,Juan Valdivia,bands
The High Llamas,1992,Sean O'Hagan,bands
Ghost Dance,1985,Gary Marx,bands
Hate Forest,1995,Roman Saenko,bands
Impellitteri,1987,Chris Impellitteri,bands
Héroes del Silencio,1984,Joaquín Cardiel,bands
Héroes del Silencio,1984,Pedro Andreu,bands
Give Up the Ghost,1999,Jarrod Alexander,bands
Haste the Day,1978,Stephen Keech,bands
Cidade Negra,1986,Toni Garrido,bands
The Billy Tipton Memorial Saxophone Quartet,1988,Chris Stromquist,bands
Kiscsillag,2005,András Lovasi,bands
Cock Robin,1982,Anna LaCazio,bands
The Billy Tipton Memorial Saxophone Quartet,1988,Amy Denio,bands
Cock Robin,1982,Peter Kingsbery,bands
The Billy Tipton Memorial Saxophone Quartet,1988,Jessica Lurie,bands
Coal Chamber,1993,Dez Fafara,bands
Lynch Mob,1989,George Lynch,bands
Tyketto,1987,Danny Vaughn,bands
Climie Fisher,1987,Simon Climie,bands
Coil,1982,Peter Christopherson,bands
Collective Consciousness Society,1970,John Cameron,bands
Clouseau,1984,Koen Wauters,bands
Coil,1982,Danny Hyde,bands
Devics,1996,Dustin O'Halloran,bands
Cold War Kids,2004,Dann Gallucci,bands
Coil,1982,Drew McDowall,bands
Devics,1996,Sara Lov,bands
Ivan & The Parazol,2010,Máté Balla,bands
Client,2002,Charlotte Hatherley,bands
Coil,1982,John Balance,bands
Coil,1982,Ossian Brown,bands
Clouseau,1984,Kris Wauters,bands
Coil,1982,Stephen Thrower,bands
Artension,1993,John West,bands
Coil,1982,Thighpaulsandra,bands
Coconut Records,2006,Jason Schwartzman,bands
The Scream,1989,John Corabi,bands
FM Static,2003,Trevor McNevan,bands
Kiscsillag,2005,Gábor Leskovics,bands
Clã,1992,Hélder Gonçalves,bands
Cold,1996,Kelly Hayes,bands
Cold,1996,Matt Loughran,bands
Verbal Abuse,1981,Scotty Wilkins,bands
Maybebop,1992,Oliver Gies,bands
Clã,1992,Manuela Azevedo,bands
Cold Chisel,1973,Steve Prestwich,bands
Cock Robin,1982,Lou Molino III,bands
Naked Raygun,1980,Santiago Durango,bands
Lisa Lisa and Cult Jam,1985,Lisa Lisa,bands
Sôber,2010,Carlos Escobedo,bands
Hard-Fi,2003,Richard Archer,bands
Long Beach Dub Allstars,1997,Jack Maness,bands
The Curtain Society,1988,Roger Lavallee,bands
Nailbomb,1994,Max Cavalera,bands
Remy Zero,1989,Gregory Slay,bands
Reagan Youth,1980,Dave Rubinstein,bands
I,2006,Olve Eikemo,bands
Vágtázó Csodaszarvas,2005,Attila Grandpierre,bands
Guided by Voices,1983,Mitch Mitchell,bands
Fudge Tunnel,1989,Alex Newport,bands
The Vaccines,2010,Justin Young,bands
USA for Africa,1985,John Robinson,bands
Martha and the Muffins,1977,Martha Johnson,bands
USA for Africa,1985,Ruth Pointer,bands
USA for Africa,1985,Chris Hayes,bands
USA for Africa,1985,Louis Johnson,bands
Henry Cow,1968,Fred Frith,bands
Henry Cow,1968,Andrew Powell,bands
Spastic Ink,1993,Ron Jarzombek,bands
Dark Lotus,1999,Insane Clown Posse,bands
USA for Africa,1985,Michael Boddicker,bands
USA for Africa,1985,Bill Gibson,bands
Mud,1968,Rob Davis,bands
Whale,1993,Cia Berg,bands
Sebadoh,1986,Lou Barlow,bands
USA for Africa,1985,Mario Cipollina,bands
Three Dog Night,1968,Danny Hutton,bands
The Tennessee Three,1954,Johnny Cash,bands
USA for Africa,1985,Anita Pointer,bands
The Hush Sound,2004,Bob Morris,bands
The Allisons,1961,John Alford,bands
Kill Hannah,1993,Mat Devine,bands
Pierce the Veil,2006,Vic Fuentes,bands
Goya,1995,Magdalena Wójcik,bands
Why?,2004,Yoni Wolf,bands
USA for Africa,1985,Sean Hopper,bands
The Fixx,1979,Cy Curnin,bands
Revolting Cocks,1985,Al Jourgensen,bands
The Poodles,2006,Pontus Norgren,bands
Schwoißfuaß,1979,Alex Köberlein,bands
Uncle Tupelo,1987,Jeff Tweedy,bands
USA for Africa,1985,Johnny Colla,bands
Iniquity,1989,Morten Hansen,bands
Uncle Tupelo,1987,Jay Farrar,bands
Ryan Adams & the Cardinals,2004,Ryan Adams,bands
Osaka Popstar,2006,John Cafiero,bands
Rubberslime,2003,Michael Mayer,bands
Vamps,2008,Hyde,bands
Little River Band,1975,Wayne Nelson,bands
The Dresden Dolls,2000,Amanda Palmer,bands
Useless ID,1994,Yotam Ben Horin,bands
Vamps,2008,Ju-ken,bands
Y&T,1972,Dave Meniketti,bands
The Perceptionists,2004,Mr. Lif,bands
Out Hud,1996,!!!,bands
The Muffs,1991,Kim Shattuck,bands
Paradisio,1994,María Isabel García Asensio,bands
Kryst the Conqueror,1987,Jerry Only,bands
Iniquity,1989,Mads Haarløv,bands
Front Line Assembly,1986,Bill Leeb,bands
Mustasch,1998,Ralf Gyllenhammar,bands
Ryan Adams & the Cardinals,2004,Brad Pemberton,bands
King,1984,Paul King,bands
Magazine,1977,John McGeoch,bands
Tony Orlando and Dawn,1970,Tony Orlando,bands
Tuxedomoon,1977,Blaine L. Reininger,bands
Vamps,2008,K.A.Z,bands
Throbbing Gristle,1975,Peter Christopherson,bands
Throbbing Gristle,1975,Chris Carter,bands
Ruffus,2003,Vaiko Eplik,bands
Helstar,1982,James Rivera,bands
Rubberslime,2003,Dirk Jora,bands
Hopes Die Last,2004,Razihel,bands
Lazlo Bane,1995,Chad Fischer,bands
The Ark,1991,Ola Salo,bands
Conception,1989,Trond Nagell-Dahl,bands
Fun-Da-Mental,1991,Aki Nawaz,bands
Iniquity,1989,Brian Petrowsky,bands
Conception,1989,Tore Østby,bands
DeBarge,1979,Bobby DeBarge,bands
Frightened Rabbit,2003,Scott Hutchison,bands
The Gun,1967,Adrian Gurvitz,bands
Rapeman,1987,Steve Albini,bands
DeBarge,1979,James DeBarge,bands
DeBarge,1979,Bunny DeBarge,bands
MU330,1988,Dan Potthast,bands
Throbbing Gristle,1975,Cosey Fanni Tutti,bands
DeBarge,1979,El DeBarge,bands
The 4-Skins,1979,Hoxton Tom McCourt,bands
Racer X,1985,Juan Alderete,bands
Sôber,2010,Jorge Escobedo,bands
Hladno pivo,1988,Mile Kekin,bands
Throbbing Gristle,1975,Genesis P-Orridge,bands
Future of the Left,2005,Andrew Falkous,bands
DeBarge,1979,Chico DeBarge,bands
DeBarge,1979,Mark DeBarge,bands
DeBarge,1979,Randy DeBarge,bands
From Autumn to Ashes,2000,Francis Mark,bands
The Waitresses,1977,Tracy Wormworth,bands
Sparklehorse,1995,Mark Linkous,bands
The Waitresses,1977,David Hofstra,bands
The Waitresses,1977,Holly Beth Vincent,bands
The Waitresses,1977,Billy Ficca,bands
The Waitresses,1977,Patty Donahue,bands
The Waitresses,1977,Mars Williams,bands
Stuck Mojo,1989,Rich Ward,bands
U.K. Subs,1976,Charlie Harper,bands
Gallows,2005,Frank Carter & The Rattlesnakes,bands
Suprême NTM,1989,DJ Clyde,bands
Living Colour,1984,Corey Glover,bands
Government Issue,1980,John Stabb,bands
Shellac,1992,Todd Trainer,bands
Imperia,2004,Helena Iren Michaelsen,bands
Mashina Vremeni,1969,Valery Yefremov,bands
Shellac,1992,Steve Albini,bands
Swallow the Sun,2000,Markus Jämsen,bands
Shellac,1992,Bob Weston,bands
Handsome Boy Modeling School,1999,Dan the Automator,bands
Gabriel & Dresden,2001,Josh Gabriel,bands
Swallow the Sun,2000,Mikko Kotamäki,bands
Mashina Vremeni,1969,Alexander Kutikov,bands
The Plastic People of the Universe,1968,Milan Hlavsa,bands
The Ruts,1977,Paul Fox,bands
Swallow the Sun,2000,Juho Räihä,bands
Gabriel & Dresden,2001,Dave Dresden,bands
Swallow the Sun,2000,Kai Hahto,bands
Swallow the Sun,2000,Matti Honkonen,bands
Mashina Vremeni,1969,Andrey Makarevich,bands
Swallow the Sun,2000,Juuso Raatikainen,bands
Luscious Jackson,1991,Vivian Trimble,bands
Jarabe de Palo,1996,Pau Donés,bands
Junip,1999,José González,bands
Swallow the Sun,2000,Jaani Peuhu,bands
Luscious Jackson,1991,Kate Schellenbach,bands
Swallow the Sun,2000,Juha Raivio,bands
Narnia,1996,Christian Liljegren,bands
Hootie & the Blowfish,1986,Darius Rucker,bands
Swallow the Sun,2000,Aleksi Munter,bands
Swallow the Sun,2000,Pasi Pasanen,bands
Ekhymosis love,1988,Juanes,bands
Luscious Jackson,1991,Jill Cunniff,bands
Maldita Vecindad y los Hijos del Quinto Patio,1985,José Luis Paredes Pacho,bands
The Waitresses,1977,Chris Butler,bands
Helia,2007,Jackie,bands
Dominus,1991,Franz Gottschalk,bands
Incantation,1989,John McEntee,bands
Hear'Say,2001,Danny Foster,bands
Siniestro Total,1981,Alberto Torrado,bands
Siniestro Total,1981,Germán Coppini,bands
Communic,2003,Oddleif Stensland,bands
Heatwave,1975,Johnnie Wilder Jr.,bands
The Fireman,1993,Martin Glover,bands
HolyHell,2005,Maria Breon,bands
Dominus,1991,Anders Kjølholm,bands
Dominus,1991,Michael Poulsen,bands
Hilltop Hoods,1991,DJ Next,bands
Utopia,1974,Todd Rundgren,bands
Trio Lescano,1936,Alessandra Lescano,bands
Head East,1969,John Schlitt,bands
Voxtrot,2003,Ramesh Srivastava,bands
Hercules & Love Affair,2004,Nomi Ruiz,bands
Thaurorod,2002,Andi Kravljaca,bands
Hedley,2003,Chris Crippin,bands
Trio Lescano,1936,Giuditta Lescano,bands
Slick Idiot,1999,Michael J. Carrasquillo,bands
Incantation,1989,Kyle Severn,bands
Hot Boys,1997,Lil Wayne,bands
Colonel Claypool's Bucket of Bernie Brains,2002,Les Claypool,bands
Compton's Most Wanted,1987,MC Eiht,bands
Hostages of Ayatollah,1989,Johnny Bottrop,bands
Trio Lescano,1936,Caterina Lescano,bands
John's Children,1966,Andy Ellison,bands
Headplate,1993,Daniel Granstedt,bands
Weather Report,1970,Joe Zawinul,bands
Compact Space,2009,Christian Eigner,bands
Natas,1992,Esham,bands
Throwing Muses,1981,Tanya Donelly,bands
John's Children,1966,Marc Bolan,bands
Colosseum,1968,Mark Clarke,bands
Off!,2009,Keith Morris,bands
Shadowside,2001,Dani Nolden,bands
Steady Ground,2001,Ron Welty,bands
Colosseum,1968,Chris Farlowe,bands
Colonia,1996,Ivana Lovrić,bands
Melt-Banana,1992,Yasuko Onuki,bands
Hostages of Ayatollah,1981,Johnny Bottrop,bands
Kino,2004,John Mitchell,bands
K's Choice,1994,Gert Bettens,bands
